Tamano de matriz,Tiempo de ejecucion (ms)
3453,238.089
3454,241.113
3455,253.117
3456,298.004
3457,253.796
3458,243.666
3459,269.672
3460,253.606
3461,248.022
3462,224.285
3463,214.377
3464,237.501
3465,216.418
3466,209.814
3467,212.044
3468,251.622
3469,215.371
3470,218
3471,212.729
3472,214.576
3473,214.487
3474,223.859
3475,213.151
3476,211.749
3477,219.499
3478,222.202
3479,213.222
3480,214.605
3481,213.935
3482,214.017
3483,214.849
3484,212.865
3485,214.02
3486,210.872
3487,211.037
3488,212.487
3489,229.884
3490,218.392
3491,217.163
3492,215.343
3493,215.982
3494,213.786
3495,210.694
3496,213.413
3497,209.418
3498,212.569
3499,213.333
3500,213.045
3501,211.195
3502,213.863
3503,214.192
3504,214.23
3505,214.34
3506,214.591
3507,213.759
3508,211.488
3509,215.26
3510,215.228
3511,214.637
3512,214.857
3513,215.134
3514,216.818
3515,214.154
3516,231.797
3517,217.473
3518,216.986
3519,212.579
3520,215.862
3521,216.287
3522,216.909
3523,215.783
3524,216.654
3525,217.168
3526,218.056
3527,218.741
3528,216.644
3529,219.043
3530,219.925
3531,218.981
3532,221.456
3533,219.252
3534,216.918
3535,219.633
3536,220.991
3537,237.712
3538,230.773
3539,221.19
3540,219.198
3541,220.358
3542,220.164
3543,220.597
3544,222.068
3545,218.884
3546,220.932
3547,227.048
3548,217.014
3549,222.016
3550,220.354
3551,223.282
3552,219.363
3553,220.096
3554,219.261
3555,231.394
3556,235.138
3557,220.845
3558,218.673
3559,221.913
3560,220.311
3561,218.027
3562,220.447
3563,223.116
3564,219.973
3565,222.593
3566,222.24
3567,223.82
3568,221.884
3569,224.57
3570,221.073
3571,223.345
3572,223.324
3573,222.456
3574,220.065
3575,222.897
3576,223.831
3577,221.922
3578,224.154
3579,223.142
3580,224.834
3581,223.152
3582,222.142
3583,224.947
3584,223.591
3585,236.626
3586,230.455
3587,232.93
3588,239.776
3589,226.867
3590,227.174
3591,226.694
3592,245.96
3593,244.995
3594,228.425
3595,234.703
3596,228.029
3597,224.044
3598,233.913
3599,227.169
3600,229.489
3601,226.417
3602,227.142
3603,229.315
3604,224.277
3605,235.813
3606,245.817
3607,241.77
3608,233.093
3609,224.664
3610,225.579
3611,229.36
3612,251.22
3613,249.25
3614,226.146
3615,225.243
3616,225.529
3617,228.16
3618,229.43
3619,225.18
3620,245.85
3621,234.579
3622,234.175
3623,229.734
3624,229.741
3625,232.847
3626,228.111
3627,231.115
3628,228.569
3629,245.423
3630,240.615
3631,231.302
3632,232.48
3633,232.883
3634,233.806
3635,231.125
3636,229.364
3637,233.555
3638,233.056
3639,232.471
3640,230.632
3641,234.277
3642,232.923
3643,230.292
3644,234.011
3645,232.668
3646,231.907
3647,231.094
3648,230.21
3649,229.43
3650,233.25
3651,233.68
3652,236.306
3653,234.089
3654,252.219
3655,235.572
3656,256.389
3657,265.434
3658,247.119
3659,249.856
3660,267.958
3661,238.599
3662,237.963
3663,238.943
3664,233.902
3665,235.064
3666,235.749
3667,233.403
3668,233.169
3669,235.968
3670,236.17
3671,235.318
3672,235.121
3673,235.231
3674,234.896
3675,238.237
3676,257.251
3677,250.569
3678,263.381
3679,239.176
3680,238.215
3681,238.156
3682,236.582
3683,235.741
3684,237.419
3685,236.902
3686,238.392
3687,240.187
3688,246.942
3689,237.561
3690,240.036
3691,237.748
3692,245.684
3693,237.821
3694,241.245
3695,238.583
3696,243.183
3697,240.134
3698,236.908
3699,237.861
3700,237.916
3701,238.352
3702,239.415
3703,240.157
3704,239.404
3705,237.632
3706,236.714
3707,243.39
3708,239.511
3709,241.697
3710,242.656
3711,239.176
3712,240.17
3713,238.204
3714,240.331
3715,241.081
3716,241.006
3717,239.74
3718,241.251
3719,270.456
3720,244.487
3721,242.122
3722,241.812
3723,241.346
3724,240.055
3725,241.893
3726,240.539
3727,244.892
3728,238.85
3729,242.871
3730,245.287
3731,243.907
3732,248.349
3733,243.197
3734,241.716
3735,246.893
3736,243.014
3737,242.528
3738,247.874
3739,243.436
3740,243.73
3741,240.461
3742,244.505
3743,242.534
3744,250.791
3745,243.409
3746,247.1
3747,243.825
3748,245.994
3749,247.198
3750,246.41
3751,242.199
3752,247.708
3753,247.861
3754,245.195
3755,242.118
3756,245.864
3757,245.017
3758,258.895
3759,259.681
3760,247.16
3761,247.769
3762,245.222
3763,245.772
3764,250.726
3765,246.387
3766,244.801
3767,246.104
3768,251.233
3769,262.072
3770,259.388
3771,250.886
3772,248.633
3773,247.275
3774,248.562
3775,248.688
3776,251.455
3777,268.622
3778,255.355
3779,251.251
3780,247.822
3781,250.415
3782,251.304
3783,250.05
3784,248.133
3785,255.288
3786,251.593
3787,249.168
3788,254.453
3789,247.933
3790,250.654
3791,247.099
3792,254.284
3793,247.055
3794,251.197
3795,252.409
3796,251.388
3797,248.191
3798,255.294
3799,251.414
3800,251.929
3801,249.051
3802,249.303
3803,252.559
3804,250.972
3805,253.038
3806,251.794
3807,250.188
3808,254.256
3809,249.545
3810,251.376
3811,253.476
3812,256.82
3813,250.764
3814,253.938
3815,256.186
3816,249.507
3817,250.671
3818,252.59
3819,250.323
3820,252.956
3821,253.307
3822,255.473
3823,254.774
3824,251.607
3825,255.291
3826,255.632
3827,253.398
3828,256.714
3829,255.22
3830,259.57
3831,257.317
3832,257.01
3833,257.354
3834,254.37
3835,257.176
3836,253.714
3837,255.414
3838,257.025
3839,263.029
3840,262.053
3841,258.723
3842,255.321
3843,257.52
3844,254.381
3845,261.726
3846,257.848
3847,256.774
3848,269.658
3849,261.118
3850,257.557
3851,259.206
3852,259.325
3853,260.273
3854,257.287
3855,260.549
3856,257.186
3857,258.835
3858,266.283
3859,262.616
3860,260.156
3861,262.092
3862,261.831
3863,261.654
3864,260.237
3865,258.496
3866,260.476
3867,259.719
3868,261.231
3869,262.646
3870,265.937
3871,260.852
3872,262.231
3873,262.899
3874,261.487
3875,263.145
3876,263.378
3877,263.857
3878,262.732
3879,261.132
3880,263.031
3881,263.63
3882,263.471
3883,267.843
3884,269.224
3885,269.782
3886,268.951
3887,268.174
3888,268.206
3889,264.575
3890,270.935
3891,269.494
3892,266.973
3893,268.115
3894,266.721
3895,269.645
3896,268.378
3897,269.803
3898,280.191
3899,274.825
3900,269.438
3901,266.833
3902,265.834
3903,266.567
3904,267.264
3905,268.697
3906,271.36
3907,270.359
3908,268.622
3909,271.158
3910,270.646
3911,272.15
3912,276.275
3913,272.148
3914,268.727
3915,270.143
3916,275.46
3917,278.058
3918,275.981
3919,273.251
3920,272.064
3921,274.622
3922,275.027
3923,273.785
3924,270.407
3925,268.232
3926,269.02
3927,268.035
3928,270.062
3929,267.916
3930,268.562
3931,268.8
3932,268.111
3933,269.069
3934,269.93
3935,271.547
3936,269.727
3937,271.183
3938,269.918
3939,271.255
3940,269.594
3941,274.65
3942,276.247
3943,270.246
3944,271.84
3945,273.435
3946,273.008
3947,271.183
3948,270.769
3949,268.311
3950,273.794
3951,275.531
3952,296.842
3953,271.004
3954,278.052
3955,273.782
3956,274.142
3957,271.841
3958,273.634
3959,276.63
3960,270.228
3961,275.333
3962,284.358
3963,272.418
3964,274.695
3965,275.06
3966,273.728
3967,275.1
3968,271.811
3969,275.653
3970,273.912
3971,278.148
3972,273.606
3973,270.691
3974,272.111
3975,276.304
3976,275.673
3977,274.126
3978,272.41
3979,276.338
3980,277.055
3981,271.941
3982,277.256
3983,274.222
3984,276.585
3985,278.47
3986,277.521
3987,276.996
3988,285.465
3989,285.695
3990,279.487
3991,278.032
3992,279.573
3993,279.984
3994,280.519
3995,278.396
3996,276.08
3997,279.702
3998,280.16
3999,280.357
4000,280.587
4001,282.055
4002,281.408
4003,277.017
4004,284.898
4005,285.541
4006,279.642
4007,288.355
4008,281.987
4009,278.274
4010,277.518
4011,278.182
4012,276.999
4013,280.983
4014,284.437
4015,280.39
4016,279.514
4017,281.087
4018,280.876
4019,281.504
4020,285.009
4021,287.161
4022,284.705
4023,282.11
4024,279.059
4025,282.243
4026,294.031
4027,283.993
4028,284.917
4029,284.594
4030,284.54
4031,284.205
4032,286.522
4033,283.699
4034,280.903
4035,280.92
4036,285.91
4037,284.286
4038,283.759
4039,287.374
4040,282.369
4041,283.297
4042,283.246
4043,287.107
4044,286.234
4045,284.585
4046,288.465
4047,281.17
4048,289.015
4049,282.793
4050,287.347
4051,283.794
4052,282.708
4053,283.175
4054,286.908
4055,282.71
4056,288.213
4057,282.08
4058,283.259
4059,298.44
4060,294.48
4061,286.043
4062,287.319
4063,289.021
4064,288.863
4065,287.606
4066,289.016
4067,291.087
4068,286.605
4069,287.47
4070,288.548
4071,288.564
4072,285.913
4073,292.036
4074,293.065
4075,290.087
4076,294.413
4077,296.765
4078,298.163
4079,286.809
4080,289.775
4081,290.119
4082,286.263
4083,288.133
4084,292.849
4085,290.037
4086,291.933
4087,295.758
4088,291.184
4089,291.669
4090,290.07
4091,290.711
4092,287.443
4093,290.426
4094,293.05
4095,293.334
4096,293.702
4097,290.003
4098,292.686
4099,291.198
4100,293.908
4101,294.627
4102,297.165
4103,310.371
4104,290.033
4105,293.509
4106,295.88
4107,286.362
4108,290.165
4109,289.435
4110,287.16
4111,309.136
4112,291.188
4113,291.931
4114,291.829
4115,291.03
4116,291.428
4117,290.41
4118,291.368
4119,308.313
4120,290.317
4121,303.705
4122,300.245
4123,303.54
4124,305.593
4125,298.238
4126,300.471
4127,311.7
4128,294.434
4129,294.52
4130,297.968
4131,301.332
4132,299.062
4133,295.501
4134,296.67
4135,311.417
4136,295.915
4137,293.752
4138,290.479
4139,294.207
4140,296.383
4141,296.836
4142,298.701
4143,312.426
4144,301.343
4145,298.985
4146,294.302
4147,295.143
4148,290.098
4149,294.042
4150,305.48
4151,313.97
4152,296.701
4153,297.127
4154,295.781
4155,300.704
4156,294.913
4157,296.698
4158,298.249
4159,312.582
4160,298.021
4161,316.089
4162,305.889
4163,298.295
4164,300.853
4165,297.723
4166,299.327
4167,316.424
4168,301.723
4169,296.689
4170,302.005
4171,303.608
4172,299.861
4173,303.316
4174,316.356
4175,299.156
4176,301.367
4177,301.973
4178,300.627
4179,304.345
4180,305.029
4181,300.887
4182,319.936
4183,300.392
4184,302.337
4185,301.724
4186,324.898
4187,302.999
4188,302.178
4189,302.33
4190,317.689
4191,311.665
4192,309.846
4193,304.899
4194,303.862
4195,301.236
4196,303.429
4197,301.666
4198,325.587
4199,302.552
4200,303.819
4201,310.567
4202,303.299
4203,328.816
4204,320.145
4205,323.052
4206,322.027
4207,307.197
4208,306.82
4209,304.67
4210,303.445
4211,309.487
4212,308.201
4213,322.919
4214,304.712
4215,308.59
4216,306.224
4217,303.374
4218,304.944
4219,304.895
4220,305.574
4221,321.52
4222,309.576
4223,304.341
4224,306.581
4225,306.078
4226,329.854
4227,310.754
4228,311.047
4229,324.801
4230,310.455
4231,306.159
4232,307.477
4233,307.794
4234,309.325
4235,312.156
4236,313.238
4237,326.124
4238,308.084
4239,307.079
4240,308.892
4241,308.003
4242,308.656
4243,308.165
4244,328.271
4245,311.228
4246,309.678
4247,310.499
4248,308.917
4249,306.985
4250,312.475
4251,314.029
4252,328.878
4253,313.006
4254,312.368
4255,310.65
4256,312.769
4257,312.606
4258,322.756
4259,332.343
4260,329.052
4261,320.701
4262,312.379
4263,314.245
4264,315.512
4265,313.419
4266,310.477
4267,313.062
4268,331.52
4269,316.013
4270,318.261
4271,313.205
4272,317.199
4273,312.095
4274,312.832
4275,332.398
4276,323.986
4277,315.159
4278,315.795
4279,321.159
4280,317.658
4281,316.237
4282,315.241
4283,330.238
4284,317.027
4285,325.485
4286,317.818
4287,317.86
4288,315.41
4289,318.727
4290,340.69
4291,317.245
4292,317.342
4293,319.164
4294,318.639
4295,317.585
4296,314.881
4297,316.58
4298,335.863
4299,316.878
4300,316.047
4301,320.071
4302,317.872
4303,318.126
4304,322.136
4305,328.491
4306,334.169
4307,314.747
4308,322.401
4309,330.774
4310,322.082
4311,322.545
4312,317.655
4313,334.637
4314,319.05
4315,319.065
4316,317.503
4317,317.134
4318,319.303
4319,323.812
4320,323.436
4321,343.549
4322,324.083
4323,324.711
4324,330.891
4325,338.158
4326,339.029
4327,343.958
4328,344.304
4329,342.695
4330,344.612
4331,347.221
4332,341.3
4333,342.977
4334,344.202
4335,341.168
4336,341.288
4337,342.645
4338,342.703
4339,349.741
4340,342.416
4341,343.398
4342,342.958
4343,344.715
4344,345.721
4345,346.866
4346,347.661
4347,345.715
4348,352.627
4349,349.526
4350,364.186
4351,354.046
4352,348.78
4353,347.718
4354,345.633
4355,346.886
4356,345.569
4357,342.496
4358,339.106
4359,356.419
4360,344.94
4361,346.064
4362,347.165
4363,350.285
4364,346.498
4365,350.066
4366,349.337
4367,351.189
4368,348.107
4369,348.058
4370,346.512
4371,349.784
4372,351.588
4373,348.752
4374,353.112
4375,353.009
4376,350.947
4377,358.779
4378,348.055
4379,352.735
4380,351.057
4381,349.802
4382,348.857
4383,354.118
4384,390.622
4385,356.051
4386,350.641
4387,353.021
4388,349.625
4389,352.029
4390,349.055
4391,355.277
4392,350.084
4393,352.53
4394,356.102
4395,351.048
4396,355.871
4397,356.917
4398,355.738
4399,353.911
4400,352.251
4401,353.405
4402,357.752
4403,354.752
4404,359.651
4405,354.585
4406,356.354
4407,362.437
4408,354.336
4409,353.416
4410,360.771
4411,356.851
4412,355.503
4413,349.52
4414,352.974
4415,360.422
4416,356.356
4417,354.105
4418,356.691
4419,356.938
4420,359.759
4421,352.866
4422,354.84
4423,364.242
4424,357.115
4425,356.622
4426,359.907
4427,359.376
4428,364.979
4429,364.964
4430,362.182
4431,361.286
4432,365.501
4433,357.167
4434,359.227
4435,389.667
4436,361.623
4437,361.607
4438,361.221
4439,366.119
4440,363.34
4441,362.562
4442,365.704
4443,360.923
4444,361.213
4445,359.769
4446,361.147
4447,356.383
4448,363.164
4449,358.926
4450,360.403
4451,361.873
4452,361.669
4453,359.714
4454,359.252
4455,360.867
4456,361.066
4457,366.227
4458,361.098
4459,363.058
4460,359.815
4461,364.027
4462,368.21
4463,363.877
4464,366.243
4465,361.926
4466,364.433
4467,372.958
4468,367.464
4469,366.292
4470,366.909
4471,367.016
4472,369.359
4473,368.11
4474,361.506
4475,367.185
4476,369.204
4477,368.011
4478,365.531
4479,368.846
4480,362.372
4481,398.48
4482,369.358
4483,377.056
4484,364.023
4485,379.022
4486,366.696
4487,367.561
4488,370.368
4489,369.372
4490,365.2
4491,368.621
4492,373.388
4493,368.571
4494,361.466
4495,368.477
4496,367.078
4497,369.998
4498,368.72
4499,368.881
4500,368.512
4501,365.843
4502,365.983
4503,393.076
4504,380.155
4505,372.397
4506,371.868
4507,375.655
4508,374.182
4509,365.076
4510,370.482
4511,370.294
4512,366.18
4513,371.319
4514,371.887
4515,384.902
4516,408.264
4517,381.904
4518,377.039
4519,379.891
4520,377.074
4521,371.233
4522,380.394
4523,377.895
4524,372.224
4525,374.466
4526,373.72
4527,372.11
4528,376.72
4529,376.356
4530,371.75
4531,370.721
4532,377.215
4533,379.413
4534,371.459
4535,382.802
4536,377.255
4537,375.99
4538,378.582
4539,377.722
4540,378.005
4541,380.748
4542,375.135
4543,378.118
4544,373.755
4545,380.417
4546,376.097
4547,373.107
4548,378.724
4549,376.117
4550,378.92
4551,379.986
4552,378.525
4553,379.641
4554,382.031
4555,379.784
4556,378.298
4557,377.655
4558,377.924
4559,374.89
4560,374.205
4561,376.872
4562,382.606
4563,383.063
4564,385.31
4565,374.084
4566,381.576
4567,382.95
4568,383.133
4569,388.428
4570,376.522
4571,380.412
4572,382.909
4573,379.699
4574,378.6
4575,376.991
4576,377.994
4577,385.731
4578,380.064
4579,386.34
4580,381.114
4581,383.555
4582,386.651
4583,380.661
4584,379.47
4585,379.909
4586,386.094
4587,383.013
4588,386.71
4589,386.042
4590,384.445
4591,385.303
4592,382.212
4593,387.829
4594,399.015
4595,411.031
4596,391.895
4597,388.72
4598,387.824
4599,387.01
4600,384.523
4601,384.708
4602,387.328
4603,388.362
4604,393.881
4605,416.51
4606,389.117
4607,397.678
4608,386.952
4609,390.167
4610,398.858
4611,389.608
4612,386.238
4613,386.817
4614,389.083
4615,396.454
4616,387.678
4617,392.558
4618,389.13
4619,393.611
4620,393.449
4621,394.359
4622,405.318
4623,434.383
4624,395.141
4625,407.478
4626,400.65
4627,398.682
4628,422.022
4629,404.659
4630,412.605
4631,396.661
4632,400.96
4633,397.758
4634,393.305
4635,427.185
4636,400.7
4637,400.746
4638,410.07
4639,403.73
4640,438.412
4641,409.816
4642,418.133
4643,512.5
4644,460.572
4645,441.662
4646,408.773
4647,400.633
4648,401.073
4649,406.139
4650,414.74
4651,400.99
4652,398.516
4653,399.639
4654,396.559
4655,401.081
4656,401.521
4657,405.583
4658,396.497
4659,403.767
4660,398.6
4661,401.258
4662,393.662
4663,404.133
4664,401.315
4665,398.428
4666,409.11
4667,402.034
4668,412.428
4669,426.958
4670,436.373
4671,415.684
4672,412.595
4673,409.483
4674,419.13
4675,420.616
4676,410.555
4677,412.953
4678,440.078
4679,413.308
4680,410.676
4681,405.958
4682,421.666
4683,411.446
4684,413.309
4685,417.983
4686,420.291
4687,417.775
4688,414.883
4689,414.255
4690,412.144
4691,420.59
4692,424.413
4693,418.009
4694,420.592
4695,416.802
4696,402.602
4697,410.918
4698,405.754
4699,421.113
4700,411.689
4701,412.8
4702,415.633
4703,406.923
4704,411.522
4705,404.835
4706,412.261
4707,412.387
4708,412.239
4709,413.383
4710,431.833
4711,416.779
4712,407.753
4713,412.78
4714,410.494
4715,426.09
4716,411.24
4717,409.563
4718,412.386
4719,408.051
4720,413.735
4721,410.807
4722,412.02
4723,414.121
4724,415.135
4725,415.649
4726,412.828
4727,407.717
4728,408.819
4729,411.322
4730,415.133
4731,411.447
4732,413.01
4733,413.042
4734,410.101
4735,410.226
4736,409.667
4737,410.246
4738,410.311
4739,416.137
4740,413.578
4741,444.894
4742,419.509
4743,423.979
4744,422.105
4745,412.931
4746,419.775
4747,419.153
4748,421.316
4749,420.235
4750,413.559
4751,437.891
4752,417.183
4753,418.112
4754,414.803
4755,414.469
4756,424.413
4757,411.609
4758,413.712
4759,415.981
4760,412.853
4761,416.784
4762,420.979
4763,421.219
4764,417.851
4765,410.524
4766,439.953
4767,419.391
4768,422.547
4769,418.233
4770,422.615
4771,416.209
4772,418.825
4773,407.54
4774,415.316
4775,420.543
4776,418.942
4777,419.681
4778,418.157
4779,415.868
4780,417.939
4781,418.415
4782,417.495
4783,419.031
4784,412.283
4785,418.031
4786,417.68
4787,419.847
4788,423.55
4789,417.462
4790,419.419
4791,416.476
4792,420.525
4793,418.465
4794,417.979
4795,415.334
4796,420.822
4797,418.789
4798,411.511
4799,422.856
4800,426.572
4801,420.941
4802,420.977
4803,427.823
4804,435.133
4805,420.339
4806,425.039
4807,424.208
4808,415.12
4809,423.425
4810,422.979
4811,420.542
4812,433.129
4813,423.629
4814,420.147
4815,420.632
4816,418.555
4817,415.119
4818,424.671
4819,421.819
4820,416.307
4821,420.387
4822,415.826
4823,421.795
4824,430.815
4825,420.173
4826,422.462
4827,424.06
4828,419.838
4829,419.817
4830,424.178
4831,418.503
4832,422.05
4833,425.061
4834,424.502
4835,423.908
4836,435.983
4837,421.935
4838,444.312
4839,424.419
4840,430.479
4841,431.632
4842,424.697
4843,427.751
4844,429.25
4845,427.009
4846,428.226
4847,428.832
4848,425.404
4849,426.605
4850,429.9
4851,431.022
4852,444.147
4853,427.55
4854,429.224
4855,434.606
4856,434.022
4857,423.395
4858,430.118
4859,430.86
4860,428.74
4861,425.216
4862,426.197
4863,431.947
4864,430.471
4865,426.093
4866,430.111
4867,427.332
4868,429.446
4869,435.35
4870,471.455
4871,436.384
4872,431.902
4873,427.381
4874,433.062
4875,431.504
4876,434.189
4877,432.176
4878,435.445
4879,431.838
4880,432.27
4881,434.244
4882,449.687
4883,463.434
4884,464.808
4885,436.871
4886,440.314
4887,440.783
4888,437.471
4889,434.717
4890,449.136
4891,443.561
4892,439.144
4893,438.908
4894,444.476
4895,437.169
4896,438.396
4897,437.308
4898,438.255
4899,436.211
4900,434.978
4901,438.544
4902,434.75
4903,438.938
4904,437.99
4905,437.266
4906,435.138
4907,438.242
4908,436.501
4909,440.089
4910,455.737
4911,460.07
4912,439.553
4913,438.785
4914,445.57
4915,438.209
4916,440.474
4917,445.267
4918,443.678
4919,454.25
4920,437.676
4921,433.45
4922,440.258
4923,442.435
4924,449.951
4925,441.852
4926,440.344
4927,450.136
4928,445.453
4929,439.45
4930,444.721
4931,440.218
4932,446.569
4933,450.881
4934,450.395
4935,451.018
4936,443.939
4937,447.653
4938,446.05
4939,440.31
4940,440.958
4941,441.773
4942,442.978
4943,442.129
4944,445.837
4945,449.097
4946,441.099
4947,447.106
4948,463.44
4949,482.95
4950,441.498
4951,440.543
4952,442.041
4953,448.249
4954,447.32
4955,445.566
4956,450.212
4957,449.848
4958,451.094
4959,442.756
4960,443.48
4961,448.542
4962,445.358
4963,448.417
4964,439.63
4965,445.334
4966,443.29
4967,448.219
4968,447.085
4969,447.777
4970,451.416
4971,448.983
4972,449.822
4973,453.327
4974,450.38
4975,455.168
4976,453.039
4977,450.713
4978,462.693
4979,448.831
4980,450.761
4981,448.123
4982,447.932
4983,449.421
4984,457.21
4985,453.516
4986,449.86
4987,454.213
4988,455.908
4989,451.466
4990,446.583
4991,455.214
4992,466.01
4993,456.95
4994,450.533
4995,452.982
4996,451.006
4997,456.511
4998,452.175
4999,453.34
5000,455.707
